Commune;Date_Conseil_Municipal;Annee_Mois_Deliberation;Numero_Deliberation;Objet_Deliberation;Texte_Deliberation
Mogneneins;20190109;201901;20190101;Décision modificative n°6;
Mogneneins;20190314;201903;20190301;Approbation du compte administratif - Année 2018;"Département de l’AIN
Canton de CHATILLON SUR CHALARONNE
Commune de MOGNENEINS DELIBERATION
de la Commune de
MOGNENEINS
2019.03.01 ANNEE 2019
Objet : Approbation du compte administratif - Année 2018
Le quatorze mars deux mille dix neuf

Le Conseil Municipal, légalement convoqué, s’est réuni sous la présidence de M. Jean-Pierre CHAMPION,  Maire.

Présents : MM. Michel AUBRUN, Sandrine BOUDIGUES, Franck CALAS, Jean-Pierre CHAMPION, Lionel GENTIT, Marie-Pierre GINTRAND, Philippe MABRU, Elisabeth PASSOT, Mélusine PILLOUD, Didier REY, Jocelyne ROLLET, Nathalie VERNUS-PROST formant la majorité des membres en exercice

Excusés : MM. Thierry CHABANON, DE CLAVIERE Eric, Gérard SZYNDRALEWIEZ (donne pouvoir à Didier REY). 

Secrétaire de séance élue : Jocelyne ROLLET

Date convocation :  7 mars 2019  
Membres en exercice :  15   Présents : 12   Votants : 12
***
Le quorum étant atteint, le Conseil Municipal peut délibérer
Le Conseil Municipal, réuni sous la présidence de, Monsieur Michel AUBRUN, 1er adjoint, délibérant sur le compte administratif de l'exercice 2018 dressé par Monsieur Jean-Pierre CHAMPION, Maire, après s'être fait présenter le budget primitif, le budget supplémentaire et les décisions modificatives de l'exercice considéré, 

1° - lui donne acte de la présentation faite du compte administratif, lequel peut se résumer ainsi :

COMPTE ADMINISTRATIF PRINCIPAL
Libellé Investissement Fonctionnement Ensemble
 Dépenses
/déficits Recettes
/excédents Dépenses
/déficits Recettes
/excédents Dépenses
/déficits Recettes
/excédents
 résultats reportés    11 178.63  114 512.66  125 691.29
 opérations exercice   146 720.17 147 765.36 443 732.80 480 783.22 590 452,97 628 548,58
 totaux   146 720.17 158 943.99 443 732.80 595 295.88 590 452,97 754 239,87
résultats de clôture   12 223.82  151 563.08  163 786,90
 reste à réaliser   74 153,81 19 840,00   74 153,81 19 840,00
 totaux cumulés   74 153,81 32 063,82  151 563,08 74 153,81 183 626,90
 résultats définitifs  42 089,99   151 563,08  109 473,09

2° - Constate les identités de valeurs avec les indications du compte de gestion relatives aux reports à nouveau, aux résultats d'exploitation de l'exercice et aux fonds de roulement des bilans d'entrée et de sortie, aux débits et aux crédits portés à titre budgétaire aux différents comptes.

3° -Conformément à l’article L 2241-1 du code Général des Collectivités territoriales approuve le bilan annuel des acquisitions et cessions immobilières annexé au compte administratif, 

4° - Reconnaît la sincérité des restes à réaliser.

5° - Arrête par 12 voix les résultats définitifs tels que résumés ci-dessus


 Ainsi fait et délibéré, le jour, mois et an que dessus.
 Ont signé au registre les membres présents.
 Pour copie conforme,
Le Maire, 
Jean-Pierre CHAMPION



"
Mogneneins;20190314;201903;20190302;"Approbation du compte de gestion 2018
du receveur municipal
";"Département de l’AIN
Canton de CHATILLON SUR CHALARONNE
Commune de MOGNENEINS
 
DELIBERATION
de la Commune de
MOGNENEINS
2019-03-02 
ANNEE 2018
Objet : Approbation du compte de gestion 2018
du receveur municipal

Le quatorze mars deux mille dix neuf

Le Conseil Municipal, légalement convoqué, s’est réuni sous la présidence de M. Jean-Pierre CHAMPION,  Maire.

Présents : MM. Michel AUBRUN, Sandrine BOUDIGUES, Franck CALAS, Jean-Pierre CHAMPION, Lionel GENTIT, Marie-Pierre GINTRAND, Philippe MABRU, Elisabeth PASSOT, Mélusine PILLOUD Didier REY, Jocelyne ROLLET, Nathalie VERNUS PROST formant la majorité des membres en exercice

Excusés : MM., Thierry CHABANON, DE CLAVIERE Eric, Gérard SZYNDRALEWIEZ (donne pouvoir à Didier REY). 

Secrétaire de séance élue : Jocelyne ROLLET

Date convocation : 7 mars 2019  
Membres en exercice :  15   Présents : 12   Votants : 13
***
Le quorum étant atteint, le Conseil Municipal peut délibérer

Le Conseil Municipal,
Après s’être fait présenter le budget primitif et supplémentaire de l’exercice 2018 et les décisions modificatives qui s’y rattachent, les titres définitifs des créances à recouvrer, le détail des dépenses effectuées et celui des mandats délivrés, les bordereaux de titres de recettes, les bordereaux de mandats, le compte de gestion dressé par le receveur accompagné des états de développement des comptes de tiers, ainsi que l’état de l’actif, l’état du passif, l’état des restes à recouvrer et l’état des restes à payer;
Après avoir entendu et approuvé le compte administratif de l’exercice 2018 ;
Après s’être assuré que le receveur a repris dans ses écritures le montant de chacun des soldes figurant au bilan de l’exercice 2018, celui de tous les titres de recettes émis et celui de tous les mandats de paiement ordonnancés et qu’il a procédé à toutes les opérations d’ordre qu’il lui a été prescrit de passer dans ses écritures.
1°- Statuant sur l’ensemble des opérations effectuées du 1° janvier 2018 au 31 décembre 2018, y compris celles relatives à la journée complémentaire ;
2°- Statuant sur l’exécution du budget de l’exercice 2018 en ce qui concerne les différentes sections budgétaires et budgets annexes ;
3°- Statuant sur la comptabilité des valeurs inactives ;
DECLARE à l’unanimité que le compte de gestion de la commune dressé, pour l’exercice 2018, par le receveur, visés et certifiés conforme par l’ordonnateur, n’appellent ni observation ni réserve de sa part.

Ainsi fait et délibéré, le jour, mois et an que dessus.
Ont signé au registre les membres présents.
Pour copie conforme,

Le Maire, Jean-Pierre CHAMPION



"
Mogneneins;20190314;201903;20190303;Affectation du résultat - Année 2018;"Département de l’AIN
Canton de CHATILLON S/CHALARONNE
Commune de MOGNENEINS
 
DELIBERATION
de la Commune de
MOGNENEINS
2019-03-03
 
ANNEE 2019
Objet : Affectation du résultat - Année 2018
Le quatorze mars deux mille dix neuf

Le Conseil Municipal, légalement convoqué, s’est réuni sous la présidence de M. Jean-Pierre CHAMPION, Maire.

Présents : MM. Michel AUBRUN, Sandrine BOUDIGUES, Franck CALAS, Jean-Pierre CHAMPION, Lionel GENTIT, Marie-Pierre GINTRAND, Philippe MABRU, Elisabeth PASSOT, Mélusine PILLOUD, Didier REY, Jocelyne ROLLET, Nathalie VERNUS-PROST formant la majorité des membres en exercice

Excusés : MM. Thierry CHABANON, DE CLAVIERE Eric, Gérard SZYNDRALEWIEZ donne pouvoir à Didier REY. 

Secrétaire de séance élue : Jocelyne ROLLET

Date convocation : 7 mars 2019  
Membres en exercice :  15   Présents : 12   Votants : 13
***
Le quorum étant atteint, le Conseil Municipal peut délibérer

Le Conseil Municipal,
après avoir voté le compte administratif 2018 du budget communal se détaillant ainsi

Section de fonctionnement Réalisé 
Dépenses 443 732.80 € 
Recettes 480 783.22 € 
Résultat de Fonctionnement + 37 050.42 € 
Report exercice 2017 114 512.66 € 
Résultat Clôture Fonctionnement 2018 +151 563.08 € 
Section d'investissement  Réalisé Restes à réaliser
Dépenses 146 720.17 € 74 153.81 €
Recettes 147 765.36 € 19 840.00 €
Résultat d'Investissement + 1 045.19 € - 54 313.81 €
Report exercice 2017 11 178.63 €  
Résultat Clôture Investissement 2018 + 12 223.82 € 
Résultat de Clôture TOTAL 2018 + 163 786.90€ 

Celui-ci a été approuvé à l’unanimité par l’ensemble du Conseil qui a ensuite procédé à l'affectation des résultats, à savoir :

1 / Affectation au compte 1068 du BP 2019 la somme de 54 313.81 € - 12 223.82 € = 42 089.99 €
2 / Report au compte 002 du BP 2019 : 151 563.08 – 42 089.99 € = 109 473.09 € (Recettes de fonctionnement)
3 / Report au compte 001 du BP 2019 : 12 223.82 € (Recettes d’Investissement)


   Ainsi fait et délibéré, le jour, mois et an que dessus.
    Ont signé au registre les membres présents.
    Pour copie conforme,
    Le Maire, Jean-Pierre CHAMPION





"
Mogneneins;20190314;201903;20190304;Demande de subvention pour l’agrandissement du columbarium;"Département de l’AIN
Canton de CHATILLON S/CHALARONNE
Commune de MOGNENEINS
 
DELIBERATION
de la Commune de
MOGNENEINS
2019-03-04
 
ANNEE 2019

Objet : Demande de subvention pour l’agrandissement du columbarium
Le quatorze mars deux mille dix neuf

Le Conseil Municipal, légalement convoqué, s’est réuni sous la présidence de M. Jean-Pierre CHAMPION, Maire.

Présents : MM. Michel AUBRUN, Sandrine BOUDIGUES, Franck CALAS, Jean-Pierre CHAMPION, Lionel GENTIT, Marie-Pierre GINTRAND, Philippe MABRU, Elisabeth PASSOT, Mélusine PILLOUD, Didier REY, Jocelyne ROLLET, Nathalie VERNUS-PROST formant la majorité des membres en exercice

Excusés : MM. Thierry CHABANON, Eric DE CLAVIERE, Gérard SZYNDRALEWIEZ (donne pouvoir à Didier REY. 

Secrétaire de séance élu : Jocelyne ROLLET

Date convocation : 7 mars 2019  
Membres en exercice :  15    Présents : 12     Votants : 13
***
Le quorum étant atteint, le Conseil Municipal peut délibérer

Monsieur le Maire rappelle au conseil Municipal que dans le cadre des travaux d’agrandissement du columbarium il est proposé l’acquisition d’un monument composé de 12 cases pour un montant de 2660,00 HT soit 3152,00 TTC (SARL Cimtéa).
Cette somme sera prévue au budget 2019.

Il précise que cet investissement serait susceptible de bénéficier d’une subvention de l’Etat au titre de la DETR de 50 %.

Le Conseil Municipal, après en avoir délibéré, à l’unanimité AUTORISE Monsieur le Maire à :
- FAIRE la demande de subvention 
- SIGNER tout document en lien avec cette demande

    Ainsi fait et délibéré, le jour, mois et an que dessus.
    Ont signé au registre les membres présents.
    Pour copie conforme,
    Le Maire, Jean-Pierre CHAMPION



"
Mogneneins;20190314;201903;20190305;Demande de subvention pour la rénovation des toitures de la mairie et salle polyvalente;"Département de l’AIN
Canton de CHATILLON S/CHALARONNE
Commune de MOGNENEINS
 
DELIBERATION
de la Commune de
MOGNENEINS
2019-03-05
 
ANNEE 2019

Objet : Demande de subvention pour la rénovation des toitures de la mairie et salle polyvalente
Le quatorze mars deux mille dix neuf

Le Conseil Municipal, légalement convoqué, s’est réuni sous la présidence de M. Jean-Pierre CHAMPION, Maire.

Présents : MM. Michel AUBRUN, Sandrine BOUDIGUES, Franck CALAS, Jean-Pierre CHAMPION, Lionel GENTIT, Marie-Pierre GINTRAND, Philippe MABRU, Elisabeth PASSOT, Mélusine PILLOUD, Didier REY, Jocelyne ROLLET, Nathalie VERNUS-PROST formant la majorité des membres en exercice

Excusés : MM. Thierry CHABANON, Eric DE CLAVIERE, Gérard SZYNDRALEWIEZ (donne pouvoir à Didier REY. 

Secrétaire de séance élu : Jocelyne ROLLET

Date convocation : 7 mars 2019  
Membres en exercice :  15    Présents : 12     Votants : 13
***
Le quorum étant atteint, le Conseil Municipal peut délibérer

Monsieur le Maire rappelle au conseil Municipal que des travaux de rénovation des toitures de la mairie et de la salle polyvalente sont nécessaires. 

Le montant des travaux s’élève à 

- Pour la mairie (toiture sou des écoles) : 835 € HT
- Pour la salle polyvalente : 627,80 € HT

Soit un total de 1462.80 € HT soit 1609.08 € TTC (SARL COTTEY FRERES).
Cette somme sera prévue au budget 2019.

Il précise que cet investissement serait susceptible de bénéficier d’une subvention de l’Etat au titre de la DETR de 50 %.

Le Conseil Municipal, après en avoir délibéré, à l’unanimité AUTORISE Monsieur le Maire à :
- FAIRE la demande de subvention 
- SIGNER tout document en lien avec cette demande

    Ainsi fait et délibéré, le jour, mois et an que dessus.
    Ont signé au registre les membres présents.
    Pour copie conforme,
    Le Maire, Jean-Pierre CHAMPION



"
Mogneneins;20190411;201904;20190401;Taux d'imposition 2019;"Département de l’AIN
Canton de CHATILLON S/CHALARONNE
Commune de MOGNENEINS
 
DELIBERATION
de la Commune de
MOGNENEINS

2019-04-01
 
ANNEE 2019

Objet :

TAUX D’IMPOSITION 2019
Le onze avril deux mille dix neuf

Le Conseil Municipal, légalement convoqué, s’est réuni sous la présidence de M. Jean-Pierre CHAMPION, Maire.

Présents : MM. Michel AUBRUN, Sandrine BOUDIGUES, Franck CALAS, Thierry CHABANON, Jean-Pierre CHAMPION, Philippe MABRU, Elisabeth PASSOT, Didier REY, Gérard SZYNDRALEWIEZ formant la majorité des membres en exercice

Excusés : MM. Eric DE CLAVIERE, Lionel GENTIT donne pouvoir à Sandrine BOUDIGUES, Marie-Pierre GINTRAND donne pouvoir à Michel AUBRUN, Mélusine PILLOUD donne pouvoir à Franck CALAS, Jocelyne ROLLET donne pouvoir à Elisabeth PASSOT, Nathalie VERNUS-PROST donne pouvoir à Didier REY, 

Secrétaire de séance élu : Franck CALAS

Date convocation : 4 avril 2019  
Membres en exercice :  15    Présents : 9     Votants : 14
***
Le quorum étant atteint, le Conseil Municipal peut délibérer

Monsieur le Maire présente au Conseil Municipal l'état n°1259 des taux d'imposition et demande de se prononcer sur le maintient ou non des 3 taux d'imposition 2019.

Après en avoir délibéré, à l'unanimité, le Conseil Municipal,

DECIDE de maintenir les taux qui restent inchangés depuis 2008, à savoir :

Taxe d’habitation : 12.10 %
Taxe foncière sur les propriétés bâties : 14.75 % 
Taxe foncière sur les propriétés non bâties : 41.26 %

CHARGE Monsieur le Maire de signer tout document relatif à la mise en œuvre de cette décision.


Ainsi fait et délibéré, le jour, mois et an que dessus.
Ont signé au registre les membres présents.
Pour copie conforme,
Le Maire, Jean-Pierre CHAMPION



"
Mogneneins;20190411;201904;20190402;Subventions 2019;"Département de l’AIN
Canton de CHATILLON S/CHALARONNE
Commune de MOGNENEINS
 
DELIBERATION
de la Commune de
MOGNENEINS

2019-04-02
 
ANNEE 2019

Objet : SUBVENTIONS 2019
Le onze avril deux mille dix neuf

Le Conseil Municipal, légalement convoqué, s’est réuni sous la présidence de M. Jean-Pierre CHAMPION, Maire.

Présents : MM. Michel AUBRUN, Sandrine BOUDIGUES, Franck CALAS, Thierry CHABANON, Jean-Pierre CHAMPION, Philippe MABRU, Elisabeth PASSOT, Didier REY, Gérard SZYNDRALEWIEZ formant la majorité des membres en exercice

Excusés : MM. Eric DE CLAVIERE, Lionel GENTIT donne pouvoir à Sandrine BOUDIGUES, Marie-Pierre GINTRAND donne pouvoir à Michel AUBRUN, Mélusine PILLOUD donne pouvoir à Franck CALAS, Jocelyne ROLLET donne pouvoir à Elisabeth PASSOT, Nathalie VERNUS-PROST donne pouvoir à Didier REY, 

Secrétaire de séance élu : Franck CALAS

Date convocation : 4 avril 2019  
Membres en exercice :  15    Présents : 9     Votants : 14
***
Le quorum étant atteint, le Conseil Municipal peut délibérer

Monsieur le Maire rappelle au Conseil Municipal que chaque année une subvention est attribuée à différentes associations ;
Après avoir présenté le tableau, il demande aux membres du Conseil de se prononcer,

Les membres du Conseil Municipal ont pris connaissance du tableau des subventions proposées pour 2019 et votent un montant de 6 000.00 € pour les associations et une réserve de 5 150 €. Soit un total de 6 000 € au compte 6574 en dépenses de fonctionnement.

Après en avoir délibéré, à l'unanimité, le Conseil Municipal,

- ACCEPTE de renouveler les subventions attribuées aux associations
- DECIDE de leur attribuer les montants suivants :

ACADEMIE DE LA DOMBES 50.00 €
ANCIENS COMBATTANTS ET VIC 100.00 €
CENTRE DE SECOURS 300.00 €
FNACA CTE DE THOISSEY 100.00 €
FSL CAF DE L'AIN 250.00 €
PREVENTION ROUTIERE 50.00 €
 SOUS TOTAL 850.00 €
DIVERS  5150.00 €
TOTAL Cpte 6574 6000.00 €
 
 










En ce qui concerne les Centres de Loisirs il est alloué la somme de 4 € / enfant / mercredi
Pour l’APECT il est alloué la somme de 30 € / enfant.

- AUTORISE Monsieur le Maire à signer tout document relatif à cette décision dont les crédits nécessaires seront inscrits dans le budget primitif 2019.

 Ainsi fait et délibéré, le jour, mois et an que dessus.
 Ont signé au registre les membres présents.
 Pour copie conforme,
 Le Maire, Jean-Pierre CHAMPION


"
Mogneneins;20190411;201904;20190403;Budget primitif 2019;"Département de l’AIN
Canton de CHATILLON 
SUR CHALARONNE
Commune de MOGNENEINS 
DELIBERATION
de la Commune de
MOGNENEINS

2019.04.03 
 
ANNEE 2019

Objet : BUDGET PRIMITIF 2019

Le onze avril deux mille dix neuf

Le Conseil Municipal, légalement convoqué, s’est réuni sous la présidence de M. Jean-Pierre CHAMPION, Maire.

Présents : MM. Michel AUBRUN, Sandrine BOUDIGUES, Franck CALAS, Thierry CHABANON, Jean-Pierre CHAMPION, Philippe MABRU, Elisabeth PASSOT, Didier REY, Gérard SZYNDRALEWIEZ formant la majorité des membres en exercice

Excusés : MM. Eric DE CLAVIERE, Lionel GENTIT donne pouvoir à Sandrine BOUDIGUES, Marie-Pierre GINTRAND donne pouvoir à Michel AUBRUN, Mélusine PILLOUD donne pouvoir à Franck CALAS, Jocelyne ROLLET donne pouvoir à Elisabeth PASSOT, Nathalie VERNUS-PROST donne pouvoir à Didier REY, 

Secrétaire de séance élu : Franck CALAS

Date convocation : 4 avril 2019  
Membres en exercice :  15    Présents : 9     Votants : 14
***
Le quorum étant atteint, le Conseil Municipal peut délibérer

Monsieur le Maire présente aux membres du conseil, les lignes du budget primitif 2019 de fonctionnement et d'investissement. Il demande aux membres du conseil de se prononcer sur ce budget :

Après en avoir délibéré, le Conseil Municipal, à l'unanimité,

VOTE le budget primitif 2019, qui se détaille ainsi : 

FONCTIONNEMENT

Dépenses : 563 977.54 € dont 3 324.54 € en dépenses imprévues
Recettes   : 563 977.54 €

INVESTISSEMENT

Dépenses : 304 132.07 € dont 1 138.36 € en dépenses imprévues et 74 153.81 € de reste à réaliser
Recettes  : 304 132.07 € dont 19 840.00 € de reste à réaliser


AUTORISE Monsieur le Maire à signer tout document se rapportant à ce vote.



   Ainsi fait et délibéré, le jour, mois et an que dessus.
   Ont signé au registre les membres présents.
   Pour copie conforme,
   Le Maire, Jean-Pierre CHAMPION



"
Mogneneins;20190411;201904;20190404;Adhésion et convention groupement marché public de fourniture papier;"Département de l’AIN
Canton de CHATILLON 
SUR CHALARONNE
Commune de MOGNENEINS 
DELIBERATION
de la Commune de
MOGNENEINS

2019.04.04 
 
ANNEE 2019

Objet : Adhésion et convention groupement marché public de fourniture papier

Le onze avril deux mille dix neuf

Le Conseil Municipal, légalement convoqué, s’est réuni sous la présidence de M. Jean-Pierre CHAMPION, Maire.

Présents : MM. Michel AUBRUN, Sandrine BOUDIGUES, Franck CALAS, Thierry CHABANON, Jean-Pierre CHAMPION, Philippe MABRU, Elisabeth PASSOT, Didier REY, Gérard SZYNDRALEWIEZ formant la majorité des membres en exercice

Excusés : MM. Eric DE CLAVIERE, Lionel GENTIT donne pouvoir à Sandrine BOUDIGUES, Marie-Pierre GINTRAND donne pouvoir à Michel AUBRUN, Mélusine PILLOUD donne pouvoir à Franck CALAS, Jocelyne ROLLET donne pouvoir à Elisabeth PASSOT, Nathalie VERNUS-PROST donne pouvoir à Didier REY, 

Secrétaire de séance élu : Franck CALAS

Date convocation : 4 avril 2019  
Membres en exercice :  15    Présents : 9     Votants : 14
***
Le quorum étant atteint, le Conseil Municipal peut délibérer

Après avoir entendu l’exposé de Monsieur le Maire,
Vu le Code Général des Collectivités Territoriales,
Vu la convention constitutive du groupement de commandes relative à un marché public de fournitures, ci-jointe en annexe,

Le Maire expose au Conseil municipal que dans le cadre de la mise en œuvre du schéma de mutualisation, il convient de créer un groupement de commandes afin d’organiser un marché de fournitures à l’échelon intercommunal avec la Communauté de Communes Val de Saône Centre et 12 communes membres de l’intercommunalité.

La Communauté de Communes Val de Saône Centre, en tant que coordonnateur du groupement, sera chargée d’organiser, dans le respect de la réglementation des Marchés Publics, l’ensemble des procédures de passation de marchés publics afin de permettre de répondre aux besoins de chaque entité.

La Commission d’Etude des Offres du groupement sera composée des membres de la Commission d’Etude des Offres de la Communauté de Communes Val de Saône Centre et d’un représentant de chaque commune membre (maire ou une autre personne désignée par lui).

Le Conseil municipal, après en avoir délibéré, à l’unanimité,

- ACCEPTE les termes de la convention constitutive du groupement de commandes, annexée à la présente délibération,
- AUTORISE l’adhésion de la Commune au groupement de commandes relatif à la passation d’un marché de fourniture de papier,
- DESIGNE Monsieur Jean-Pierre CHAMPION représentant de la commune au sein de la Commission d’Etudes des Offres,
- AUTORISE le Maire à signe la convention de groupement, et tous autres documents éventuellement nécessaires, qui en découleraient.


   Ainsi fait et délibéré, le jour, mois et an que dessus.
   Ont signé au registre les membres présents.
   Pour copie conforme,
   Le Maire, Jean-Pierre CHAMPION



"
Mogneneins;20190411;201904;20190405;Bibliothèque;"Département de l’AIN
Canton de CHATILLON 
SUR CHALARONNE
Commune de MOGNENEINS 
DELIBERATION
de la Commune de
MOGNENEINS

2019.04.05 
 
ANNEE 2019

Objet : Désherbage bibliothèque

Le onze avril deux mille dix neuf

Le Conseil Municipal, légalement convoqué, s’est réuni sous la présidence de M. Jean-Pierre CHAMPION, Maire.

Présents : MM. Michel AUBRUN, Sandrine BOUDIGUES, Franck CALAS, Thierry CHABANON, Jean-Pierre CHAMPION, Philippe MABRU, Elisabeth PASSOT, Didier REY, Gérard SZYNDRALEWIEZ formant la majorité des membres en exercice

Excusés : MM. Eric DE CLAVIERE, Lionel GENTIT donne pouvoir à Sandrine BOUDIGUES, Marie-Pierre GINTRAND donne pouvoir à Michel AUBRUN, Mélusine PILLOUD donne pouvoir à Franck CALAS, Jocelyne ROLLET donne pouvoir à Elisabeth PASSOT, Nathalie VERNUS-PROST donne pouvoir à Didier REY, 

Secrétaire de séance élu : Franck CALAS

Date convocation : 4 avril 2019  
Membres en exercice :  15    Présents : 9     Votants : 14
***
Le quorum étant atteint, le Conseil Municipal peut délibérer

Monsieur le Maire propose de définir une politique de régulation des collections de la Bibliothèque municipale et d'en définir ainsi qu'il suit les critères et les modalités d'élimination des documents n'ayant plus leur place au sein des collections de la bibliothèque municipale :

L’élimination des documents portera sur :

- Les documents en mauvais état physique (lorsque la réparation s'avère impossible ou trop onéreuse) ou contenu manifestement obsolète : les ouvrages éliminés et remplacés pour cette raison seront détruits et, si possible, valorisés comme papier à recycler ;

- nombre d'exemplaires trop important par rapport aux besoins : les ouvrages éliminés pour cette raison seront proposés à des institutions qui pourraient en avoir besoin (petites bibliothèques, hôpitaux, maisons de retraite, associations de coopération avec le Tiers-Monde ou l'Europe de l'Est, etc.) ou, à défaut détruits et, si possible valorisés comme papier à recycler ;

- formalités administratives : dans tous les cas, l'élimination d'ouvrages sera constatée par un procès-verbal mentionnant le nombre d'ouvrages éliminés et leur destination, auquel sera annexé un état des documents éliminés comportant les mentions d'auteur, de titre et de numéro d'inventaire, cet état pouvant se présenter soit sous forme d'un paquet de fiches, soit sous forme d'une liste ;

- de charger Mesdames Edith DAVID, Nicole RAJON et Chantal DEGOUTTE, Co-Responsables de la Bibliothèque municipale Mogneneins / Peyzieux sur Saône de procéder à la mise en œuvre de la politique de régulation des collections telle que définie ci-dessus et de signer les procès-verbaux d'élimination.


   Ainsi fait et délibéré, le jour, mois et an que dessus.
   Ont signé au registre les membres présents.
   Pour copie conforme,
   Le Maire, Jean-Pierre CHAMPION



"
Mogneneins;20190527;201905;20190501;Rétrocession de parcelle;"Département de l’AIN
Canton de CHATILLON 
SUR CHALARONNE
Commune de MOGNENEINS 
DELIBERATION
de la Commune de
MOGNENEINS

2019.05.01 
 
ANNEE 2019

Objet : Rétrocession de parcelles

Le vingt sept mai deux mille dix neuf

Le Conseil Municipal, légalement convoqué, s’est réuni sous la présidence de M. Jean-Pierre CHAMPION, Maire.

Présents : MM. Michel AUBRUN, Sandrine BOUDIGUES, Franck CALAS, Thierry CHABANON (arrivé à 10h), Jean-Pierre CHAMPION, Eric DE CLAVIERE, Lionel GENTIT, Philippe MABRU, Elisabeth PASSOT, Mélusine PILLOUD, Didier REY, Jocelyne ROLLET, Gérard SZYNDRALEWIEZ formant la majorité des membres en exercice

Excusés : MM. Marie-Pierre GINTRAND donne pouvoir à Michel AUBRUN, Nathalie VERNUS-PROST donne pouvoir à Jean-Pierre CHAMPION, 

Secrétaire de séance élu : Jocelyne ROLLET

Date convocation : 18 mai 2019  
Membres en exercice :  15    Présents : 13     Votants : 14
***
Le quorum étant atteint, le Conseil Municipal peut délibérer


Monsieur le Maire explique aux membres du conseil que lors d’une vente immobilière, il a été constaté que les parcelles A 1578 (218 ca) et A 1579 (41 ca) ont été attribuées par erreur à un administré alors que celles-ci appartiennent à la commune. En effet après recherches sur les anciennes cartes cadastrales elles sont situées sur le domaine communal. 

Sur les conseils du notaire il faut donc effectuer une rétrocession à titre gratuit de ces 2 parcelles à la commune.

A l’unanimité les membres du Conseil Municipal

- AUTORISE M. Le Maire à effectuer toutes démarches nécessaires concernant cette rétrocession ;

- AUTROISE M. Le Maire à signer tout document se rapportant à cette affaire.

   Ainsi fait et délibéré, le jour, mois et an que dessus.
   Ont signé au registre les membres présents.
   Pour copie conforme,
   Le Maire, Jean-Pierre CHAMPION"
Mogneneins;20190620;201906;20190601;Décision modificative (Budget);
